CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL3923244	2132615	CHEMBL3923244	2132615		BDBM155146	367.49	3.59	69.2	0	CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC4CC4)cc3C25N=C(C)C(=N5)N	17678321	IC50	=	1.6	nM	8.8	IC50	=	1.6	nM	297491		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528825	CHEMBL3705769	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 1004, cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94822	CHEMBL3638992			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL3672725	2005749	CHEMBL3672725	2005749		BDBM155135	422.96	4.91	72.86	0	CO[C@@H]1CC[C@@]2(CC1)CCc3ccc(cc3C24N=C(C)C(=N4)N)c5cncc(Cl)c5	15872126	IC50	=	2.5	nM	8.6	IC50	=	2.5	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528822	CHEMBL3705766	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 100 uL cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94821	CHEMBL3638386			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL3915935	2125306	CHEMBL3915935	2125306		BDBM155144	381.52	3.98	69.2	0	CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC4(C)CC4)cc3C25N=C(C)C(=N5)N	17678319	IC50	=	2.8	nM	8.55	IC50	=	2.8	nM	297489		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528825	CHEMBL3705769	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 1004, cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94822	CHEMBL3638992			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL3629745	1969712	CHEMBL3629745	1969712		BDBM250505	532.93	5.73	78.9	2	CP1(=O)OCC[C@]2(CCC[C@@]3([C@H]2COc4c(F)ccc(F)c34)S(=O)(=O)c5ccc(Cl)cc5)CO1	17796702	IC50	=	5.4	nM	8.27	IC50	=	5.4	nM	436741		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1642419	CHEMBL3889142	B	Electrochemiluminescence (ECL)-Based Immunoassay: To measure γ-secretase activity, membranes were incubated at 37° C. for 1 h in 50 μL of buffer containing 20 mM Hepes (pH 7.0) and 2 mM EDTA. At the end of the incubation, Aβ 40 and Aβ 42 were measured using an electrochemiluminescence (ECL)-based immunoassay. Aβ 40 was identified with antibody pairs TAG-G2-10 and biotin-W02, while Aβ 42 was identified with TAG-G2-11 and biotin-4G8. The ECL signal was measured using an ECL-M8 instrument (IGEN International, Inc.) according to the manufacturer's instructions.	37	BindingDB Database				Autocuration	BAO_0000019	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			103347	CHEMBL3886962			2016								
CHEMBL3944533	2153904	CHEMBL3944533	2153904		BDBM186055	434.2	3.96	103.48	0	C[C@]1(NC(=N)OCC1(F)F)c2nc(ccc2F)N=C(O)c3ncc(Cl)cc3Cl	17713813	IC50	=	12	nM	7.92	IC50	=	12	nM	335595		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1640387	CHEMBL3887110	B	Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.	37	BindingDB Database	Homo sapiens			Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			102554	CHEMBL3886169			2015								
CHEMBL3906667	2116038	CHEMBL3906667	2116038		BDBM186061	429.33	1.94	151.62	0	C[C@]1(NC(=N)OCC1(F)F)c2nc(ccc2F)N=C(O)c3ncc(OCF)nc3N	17713819	IC50	=	30	nM	7.52	IC50	=	30	nM	335601		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1640387	CHEMBL3887110	B	Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.	37	BindingDB Database	Homo sapiens			Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			102554	CHEMBL3886169			2015								
CHEMBL3961111	2170482	CHEMBL3961111	2170482		BDBM186065	414.77	2.89	129.5	0	C[C@]1(NC(=N)OCC1(F)F)c2nc(ccc2F)N=C(O)c3ncc(Cl)cc3N	17713822	IC50	=	45	nM	7.35	IC50	=	45	nM	335604		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1640387	CHEMBL3887110	B	Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.	37	BindingDB Database	Homo sapiens			Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			102554	CHEMBL3886169			2015								
CHEMBL1788121	1151785	CHEMBL570378	577057		8	257.32	3.11	58.04	0	[3H]N(c1ccc(cn1)c2nc3ccc(O)cc3s2)C([3H])([3H])[3H]	3185958	IC50	=	58	nM	7.24	IC50	=	58	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	614434	CHEMBL1110504	B	Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			50522	CHEMBL1155386	20153963	Bioorg. Med. Chem. Lett.	2010	20	6	1976					
CHEMBL491203	491520	CHEMBL491203	491520		1c	279.34	4.37	36.61	0	CN(C)c1ccc(\C=C\c2oc3ccc(O)cc3c2)cc1	2466503	IC50	=	160	nM	6.8	IC50	=	.16	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	535894	CHEMBL983535	B	Inhibition of amyloid beta42 fibril formation by thioflavin T formation	1	Scientific Literature				Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			44622	CHEMBL1144235	18793854	Bioorg. Med. Chem. Lett.	2008	18	20	5591					
CHEMBL1744462	1123033	CHEMBL1087550	615693		22	269.3	2.96	51.39	0	[3H]C([3H])([3H])N(c1ccc(cn1)c2oc3cc(OC)ccc3n2)C([3H])([3H])[3H]	3185978	IC50	=	204	nM	6.69	IC50	=	204	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	614434	CHEMBL1110504	B	Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			50522	CHEMBL1155386	20153963	Bioorg. Med. Chem. Lett.	2010	20	6	1976					
CHEMBL3667023	1999989	CHEMBL3667023	1999989		BDBM145844	576.44	5.72	119.36	2	COC(=O)CCCC(C(=O)\C=C\c1ccc(O)c(OC(F)(F)F)c1)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2	17664978	IC50	=	310	nM	6.51	IC50	=	310	nM	282633		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528913	CHEMBL3705619	B	Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94697	CHEMBL3638565			2015								
CHEMBL3890632	2100003	CHEMBL3890632	2100003		BDBM186071	443.36	1.98	151.62	0	C[C@]1(NC(=N)OCC1(F)F)c2nc(ccc2F)N=C(O)c3ncc(OCCF)nc3N	17713828	IC50	=	480	nM	6.32	IC50	=	480	nM	335610		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1640387	CHEMBL3887110	B	Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.	37	BindingDB Database	Homo sapiens			Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			102554	CHEMBL3886169			2015								
CHEMBL3667022	1999988	CHEMBL3667022	1999988		BDBM145843	548.39	4.94	119.36	1	COC(=O)CC(C(=O)\C=C\c1ccc(O)c(OC(F)(F)F)c1)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2	15842993	IC50	=	520	nM	6.28	IC50	=	520	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528913	CHEMBL3705619	B	Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94697	CHEMBL3638565			2015								
CHEMBL3667022	1999988	CHEMBL3667022	1999988		BDBM145843	548.39	4.94	119.36	1	COC(=O)CC(C(=O)\C=C\c1ccc(O)c(OC(F)(F)F)c1)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2	17664977	IC50	=	520	nM	6.28	IC50	=	520	nM	282632		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528913	CHEMBL3705619	B	Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94697	CHEMBL3638565			2015								
CHEMBL3667025	1999991	CHEMBL3667025	1999991		BDBM145846	604.5	6.5	119.36	2	CC(C)(C)OC(=O)CCC(C(=O)\C=C\c1ccc(O)c(OC(F)(F)F)c1)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2	17664980	IC50	=	650	nM	6.19	IC50	=	650	nM	282635		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528913	CHEMBL3705619	B	Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94697	CHEMBL3638565			2015								
CHEMBL3902640	2112011	CHEMBL3902640	2112011		BDBM155121	450.95	5.13	83.76	1	CO[C@@H]1CC[C@@]2(CC1)Cc3cc(F)c(cc3[C@@]24N=C(C)C(=N4)N)c5cc(Cl)cc(c5)C#N	15872096	IC50	=	986	nM	6.01	IC50	=	986	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528818	CHEMBL3705694	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 100 uL cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94820	CHEMBL3638627			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL3582132	1948195	CHEMBL3582132	1948195		7, Nodulisporiviridin G	340.38	2.76	84.58	0	C[C@]12C[C@H](O)C3=C([C@@H]1CCC2=O)C(=O)c4occ5C(=O)CC[C@@]3(C)c45	15612248	IC50	=	1200	nM	5.92	IC50	=	1.2	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1500025	CHEMBL3584021	B	Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation incubated at 37 degC for 16 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			92512	CHEMBL3580580	25978520	J. Nat. Prod.	2015	78	6	1221					
CHEMBL3330740	1789739	CHEMBL3330740	1789739		E3	503.65	8.01	70.12	2	NC(=O)\C(=C\c1ccc(s1)c2ccc(s2)c3ccc(cc3)N(c4ccccc4)c5ccccc5)\C#N	14999894	IC50	=	1500	nM	5.82	IC50	=	1.5	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1459447	CHEMBL3368553	B	Inhibition of amyloid beta (1-42) aggregation (unknown origin) after 24 hrs by thioflavin T fluorescence method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			90659	CHEMBL3352213	25086914	Eur. J. Med. Chem.	2014	85		228					
CHEMBL310242	118432	CHEMBL310242	118432		(+)-4	311.42	3.32	46.17	0	CC1(C)[C@H]2CCC(C)(C2)[C@H]1NS(=O)(=O)c3ccc(F)cc3	358965	IC50	=	1800	nM	5.75	IC50	=	1.8	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	68889	CHEMBL678443	B	Inhibition of A-beta-42 production by inhibiting Gamma-secretase proteolytic pathway in HEK293 cell stably transfected with a double mutant form of human APP(K595N/M596L)	1	Scientific Literature				Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			15476	CHEMBL1133739	10882355	J. Med. Chem.	2000	43	12	2297	722	CHEMBL3307715	HEK293		
CHEMBL248338	412940	CHEMBL248338	412940		II-8	400.52	5.57	46.94	1	CN(C)c1cc(\C=C\c2cccc(\C=C\c3ccc(O)c(c3)N(C)C)c2)ccc1O	2021309	IC50	=	2700	nM	5.57	IC50	=	2.7	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	454313	CHEMBL903491	B	Inhibition of amyloid beta 42 fibril formation by thioflavin T assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			37438	CHEMBL1139129	17270435	Bioorg. Med. Chem. Lett.	2007	17	5	1466					
CHEMBL3814125	2089538	CHEMBL3814125	2089538		4j	329.2	3.59	63.83	0	Nc1nc(NCc2cccc(Br)c2)nc3ccccc13	16609261	IC50	=	2700	nM	5.57	IC50	=	2.7	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1582047	CHEMBL3817085	B	Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			99478	CHEMBL3813621	27190601	ACS Med. Chem. Lett.	2016	7	5	502					
CHEMBL3400292	1830481	CHEMBL3400292	1830481		BSBM6	427.5	3.4	116.76	0	CNc1ccc(cc1)C(=O)NC(CCCCCNC(=O)OCc2ccccc2)C(=O)O	15184765	IC50	=	2750	nM	5.56	IC50	=	2.75	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1465240	CHEMBL3406303	B	Inhibition of amyloid beta (1 to 40) (unknown origin) aggregation	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			91162	CHEMBL3400095	25769517	Bioorg. Med. Chem.	2015	23	8	1671					
CHEMBL3330735	1789734	CHEMBL3558280	1940126		1	256.35	3.38	42.15	0	[Cl-].CN(C)c1ccc2nc3ccc(N)cc3[s+]c2c1	14999958	IC50	<	3000	nM		IC50	<	3	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1459447	CHEMBL3368553	B	Inhibition of amyloid beta (1-42) aggregation (unknown origin) after 24 hrs by thioflavin T fluorescence method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			90659	CHEMBL3352213	25086914	Eur. J. Med. Chem.	2014	85		228					
CHEMBL165	103658	CHEMBL165	103658	RESVERATROL	Resveratrol	228.25	2.97	60.69	0	Oc1ccc(\C=C\c2cc(O)cc(O)c2)cc1	16609252	IC50	=	4100	nM	5.39	IC50	=	4.1	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1582047	CHEMBL3817085	B	Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			99478	CHEMBL3813621	27190601	ACS Med. Chem. Lett.	2016	7	5	502					
CHEMBL2436690	1585842	CHEMBL2436690	1585842		13s	542.68	4.81	91.07	1	Oc1cc(OCCCN2CCN(CCCNc3c4CCCCc4nc5ccccc35)CC2)cc6OC=CC(=O)c16	13487357	IC50	=	4800	nM	5.32	IC50	=	4.8	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	986881	CHEMBL2438745	B	Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			75216	CHEMBL2434826	24095756	Eur. J. Med. Chem.	2013	69		632					
